TAZ_O,year,Pop,FT_wrk,Stu,HH,Jobs,Cars
1664,2016,8249,3360,1611,2668.0,1089.0,4274
1665,1986,21,0,0,21.0,,21
1665,1991,536,221,0,158.0,0.0,190
1665,1996,2609,1166,58,759.0,389.0,1364
1665,2001,6533,2944,960,1793.0,771.0,3420
1665,2006,6954,3224,1591,1853.0,1070.0,3424
1665,2011,7368,3107,2284,1838.0,1286.0,3374
1665,2016,7967,3835,2892,2134.0,1556.0,4002
1666,1986,4009,1503,164,1131.0,,2100
1666,1991,9837,4356,694,2743.0,733.0,5364
1666,1996,8703,3835,1500,2239.0,461.0,4437
1666,2001,10711,4720,1134,3025.0,536.0,5572
1666,2006,9897,4228,959,2594.0,813.0,4755
1666,2011,9624,3909,2361,2605.0,853.0,4678
1666,2016,9392,3866,3761,2199.0,861.0,4877
1667,1986,5054,2725,575,1882.0,,2867
1667,1991,8676,4337,0,4338.0,3195.0,6036
1667,1996,8654,3727,1163,3308.0,2172.0,4534
1667,2001,7736,3754,802,2856.0,2216.0,4461
1667,2006,9195,3291,1886,3203.0,1347.0,4154
1667,2011,10888,3894,3330,3752.0,2281.0,4776
1667,2016,11318,4780,4149,4302.0,1625.0,5616
1668,1986,6524,3591,1185,2444.0,,4270
1668,1991,8110,3774,0,2452.0,2740.0,5280
1668,1996,8671,3789,322,3336.0,1035.0,5224
1668,2001,9114,4248,1013,3255.0,1944.0,5368
1668,2006,9422,3596,1477,3388.0,2711.0,5276
1668,2011,9764,4091,1062,3815.0,1534.0,5672
1668,2016,9077,3924,938,3298.0,1584.0,5613
1669,1986,0,0,0,,,0
1669,1991,0,0,0,,71.0,0
1669,1996,1178,525,231,316.0,247.0,588
1669,2001,8390,4138,655,2608.0,793.0,4685
1669,2006,13580,5884,3242,3862.0,1073.0,6813
1669,2011,13997,5804,5366,3880.0,1116.0,6959
1669,2016,16123,6606,4262,4445.0,1020.0,7969
1670,1986,3965,1897,1125,1097.0,,1947
1670,1991,4128,1837,96,1255.0,489.0,2220
1670,1996,4837,2367,712,1470.0,650.0,2569
1670,2001,6632,3233,450,2002.0,1669.0,3608
1670,2006,6602,3166,1328,2171.0,1384.0,3668
1670,2011,6014,2576,2155,2010.0,2129.0,3223
1670,2016,7240,3274,1559,2131.0,1461.0,3747
1671,1986,3126,1623,564,987.0,,1859
1671,1991,5727,2005,716,1432.0,784.0,2576
1671,1996,3647,1607,490,1000.0,260.0,1608
1671,2001,4895,2314,452,1340.0,430.0,2641
1671,2006,8784,4258,1993,2468.0,497.0,4279
1671,2011,9212,4088,792,2593.0,544.0,4783
1671,2016,10574,4415,1335,2894.0,488.0,5272
1672,1986,4355,2174,1347,1250.0,,2267
1672,1991,7177,2936,602,2006.0,402.0,3906
1672,1996,7885,3765,1081,2188.0,836.0,4456
1672,2001,7293,3515,1242,2096.0,781.0,4430
1672,2006,7315,3307,1905,2107.0,791.0,4160
1672,2011,7693,3595,1320,2430.0,725.0,4955
1672,2016,8466,3631,1215,2288.0,573.0,4368
1673,1986,10635,4343,2757,2756.0,,5282
1673,1991,7352,3226,538,2331.0,705.0,4483
1673,1996,9839,4433,729,2892.0,766.0,5213
1673,2001,10206,4826,931,3161.0,1183.0,5452
1673,2006,9200,4437,2219,2940.0,805.0,5064
1673,2011,8775,3484,1657,2721.0,741.0,4598
1673,2016,8938,4147,1384,2999.0,1245.0,5695
1674,1986,7661,3669,627,2167.0,,4334
1674,1991,8786,3588,1793,2331.0,970.0,5200
1674,1996,7426,3557,375,2080.0,450.0,4306
1674,2001,9067,3696,887,2534.0,758.0,4962
1674,2006,7807,3400,1619,2356.0,930.0,4485
1674,2011,8611,3500,2246,2571.0,1281.0,4731
1674,2016,7897,3364,2133,2370.0,560.0,4148
1675,1986,145,36,0,36.0,,72
1675,1991,2148,429,0,286.0,143.0,858
1675,1996,19,19,0,19.0,0.0,19
1675,2001,800,428,97,231.0,107.0,402
1675,2006,14203,6209,3104,3787.0,922.0,6913
1675,2011,15963,6545,2767,4294.0,1073.0,7341
1675,2016,15192,6619,3075,3922.0,1700.0,7240
1676,1986,0,0,0,,,0
1676,1991,0,0,0,,202.0,0
1676,1996,37,19,0,19.0,38.0,19
1676,2001,39,20,0,20.0,89.0,40
1676,2006,7355,3589,572,2004.0,907.0,3852
1676,2011,9990,4016,1749,2807.0,647.0,4908
1676,2016,9567,3576,2126,2453.0,930.0,4944
1677,1986,2822,1298,225,829.0,,1566
1677,1991,9657,4410,967,2574.0,894.0,4837
1677,1996,11283,4832,641,3028.0,1687.0,5734
1677,2001,10548,4913,905,3055.0,1486.0,5974
1677,2006,10954,5311,1424,3176.0,1305.0,6006
1677,2011,12194,5100,2334,3434.0,1805.0,6162
1677,2016,10978,5132,912,3147.0,2033.0,6898
1678,1986,2803,1189,404,785.0,,1300
1678,1991,5559,1998,186,1338.0,728.0,2514
1678,1996,6195,2675,390,1789.0,624.0,3499
1678,2001,5344,2561,730,1662.0,856.0,3123
1678,2006,6719,3152,1207,1982.0,797.0,3924
1678,2011,6260,2688,818,1841.0,386.0,3383
1678,2016,6082,2692,1216,1806.0,958.0,3392
1679,1986,150,38,0,38.0,,114
1679,1991,0,0,0,,0.0,0
1679,1996,0,0,0,,0.0,0
1679,2001,206,19,0,110.0,115.0,129
1679,2006,494,107,0,317.0,108.0,389
1679,2011,2946,758,302,1293.0,24.0,1759
1679,2016,6410,2343,1111,2182.0,399.0,3473
1680,1986,0,0,0,,,0
1680,1991,0,0,0,,0.0,0
1680,1996,757,331,188,237.0,24.0,424
1680,2001,1163,641,190,335.0,73.0,725
1680,2006,7110,2989,885,1630.0,487.0,3009
1680,2011,12621,5171,2431,3003.0,680.0,5725
1680,2016,14408,5949,3483,3478.0,1536.0,6514
1681,1986,6406,3089,537,1837.0,,3648
1681,1991,7618,3295,577,2121.0,1063.0,4245
1681,1996,7547,3417,675,2092.0,1323.0,4276
1681,2001,10375,5196,1659,3051.0,1384.0,6519
1681,2006,7910,3398,995,2490.0,1521.0,4775
1681,2011,8899,3896,1172,2905.0,2012.0,5738
1681,2016,9857,4503,1196,3182.0,1961.0,5932
1682,1986,3674,1703,180,1030.0,,1926
1682,1991,5938,2520,1644,1415.0,189.0,2997
1682,1996,4968,2278,554,1437.0,265.0,2754
1682,2001,3956,1585,446,1164.0,664.0,2389
1682,2006,4879,2265,789,1432.0,520.0,3157
1682,2011,3601,1901,168,1356.0,455.0,2491
1682,2016,5286,2589,1597,1632.0,364.0,3342
1683,1986,0,0,0,,,0
1683,1991,0,0,0,,2466.0,0
1683,1996,0,0,0,,2072.0,0
1683,2001,354,80,348,99.0,2516.0,117
1683,2006,0,0,0,,3915.0,0
1683,2011,187,23,0,59.0,4888.0,59
1683,2016,0,0,0,,5372.0,0
1684,1986,109,36,0,36.0,,36
1684,1991,95,0,0,32.0,690.0,64
1684,1996,971,486,37,355.0,219.0,654
1684,2001,4031,2082,213,1257.0,540.0,2394
1684,2006,11663,5099,1093,3388.0,1068.0,6406
1684,2011,17562,8223,3152,5180.0,1810.0,10319
1684,2016,16131,7016,3376,4533.0,1968.0,9210
1685,1986,0,0,0,,,0
1685,1991,0,0,0,,0.0,0
1685,1996,166,96,0,47.0,24.0,72
1685,2001,0,0,0,,0.0,0
1685,2006,2931,1262,563,699.0,195.0,1320
1685,2011,10842,4306,2900,2724.0,650.0,4982
1685,2016,8492,3554,1506,1950.0,650.0,4080
1686,1986,0,0,0,,,0
1686,1991,0,0,0,,0.0,0
1686,1996,0,0,0,,0.0,0
1686,2001,0,0,0,,15.0,0
1686,2006,4154,1689,736,990.0,228.0,1882
1686,2011,11169,4188,2713,2587.0,671.0,4963
1686,2016,14009,5406,2464,3111.0,685.0,6201
1687,1986,1350,415,0,300.0,,831
1687,1991,637,318,318,159.0,172.0,318
1687,1996,0,0,0,,20.0,0
1687,2001,644,321,29,215.0,110.0,512
1687,2006,1542,685,0,438.0,96.0,1273
1687,2011,1318,640,0,349.0,44.0,1167
1687,2016,1530,672,84,446.0,253.0,1243
1688,1986,664,312,0,195.0,,351
1688,1991,375,135,0,107.0,218.0,270
1688,1996,384,149,0,207.0,150.0,296
1688,2001,201,60,0,60.0,173.0,100
1688,2006,46,46,0,23.0,164.0,46
1688,2011,471,238,0,200.0,359.0,444
1688,2016,878,576,0,232.0,539.0,354
1689,1986,3076,1200,96,793.0,,2136
1689,1991,4362,1686,0,1124.0,694.0,2863
1689,1996,2508,1025,0,742.0,757.0,1743
1689,2001,2869,1462,0,943.0,549.0,1946
1689,2006,3180,1308,24,1044.0,1070.0,2164
1689,2011,2576,952,105,873.0,1454.0,1866
1689,2016,3045,1426,0,921.0,1609.0,2512
1690,1986,0,0,0,,,0
1690,1991,54,0,0,27.0,607.0,81
1690,1996,272,156,0,78.0,472.0,174
1690,2001,4112,1925,0,1264.0,901.0,2467
1690,2006,3994,1557,0,1200.0,1140.0,2139
1690,2011,4955,2152,159,1527.0,1423.0,2987
1690,2016,4351,1943,0,1295.0,1767.0,2587
1691,1986,288,176,0,111.0,,242
1691,1991,348,54,0,54.0,696.0,216
1691,1996,58,19,0,39.0,2004.0,39
1691,2001,100,80,0,40.0,3086.0,100
1691,2006,0,0,0,,4684.0,0
1691,2011,205,73,0,55.0,5237.0,128
1691,2016,0,0,0,,7356.0,0
1692,1986,2613,976,220,731.0,,1614
1692,1991,2734,1261,54,884.0,1194.0,1771
1692,1996,4242,2121,117,1440.0,930.0,2797
1692,2001,6760,3168,280,2046.0,2557.0,4132
1692,2006,6169,2515,170,1875.0,1644.0,3660
1692,2011,6866,3156,309,2226.0,1920.0,4903
1692,2016,6418,3411,216,1989.0,1571.0,4692
1693,1986,2413,952,0,686.0,,1681
1693,1991,5172,2492,214,1662.0,1190.0,3351
1693,1996,4476,1842,0,1310.0,522.0,2441
1693,2001,6339,2968,80,1966.0,1143.0,3992
1693,2006,7699,3477,184,2345.0,1062.0,4581
1693,2011,6870,3256,306,2307.0,1059.0,5092
1693,2016,7055,3264,197,2209.0,975.0,5072
1694,1986,2679,1128,88,930.0,,1791
1694,1991,3430,1340,0,1206.0,615.0,1958
1694,1996,3191,1148,0,1187.0,2413.0,1983
1694,2001,3490,1703,320,1204.0,1129.0,2225
1694,2006,5486,2677,0,1966.0,2595.0,3706
1694,2011,5250,2148,56,1975.0,2495.0,3491
1694,2016,4465,1703,74,1803.0,2111.0,3199
1695,1986,577,216,96,144.0,,360
1695,1991,1099,295,0,295.0,193.0,673
1695,1996,916,349,0,240.0,88.0,503
1695,2001,1083,481,40,361.0,360.0,740
1695,2006,838,325,0,310.0,157.0,709
1695,2011,607,289,0,193.0,233.0,421
1695,2016,1609,864,0,474.0,280.0,1143
1696,1986,2618,1173,234,821.0,,1484
1696,1991,1152,429,0,536.0,184.0,1152
1696,1996,1565,770,0,620.0,434.0,1211
1696,2001,1825,1023,0,722.0,476.0,1562
1696,2006,2993,1265,0,1128.0,740.0,2325
1696,2011,2357,860,294,782.0,705.0,1617
1696,2016,1908,812,68,625.0,647.0,1484
1697,1986,2139,1032,0,649.0,,1680
1697,1991,2868,1099,162,938.0,422.0,1928
1697,1996,4526,2142,88,1440.0,866.0,3083
1697,2001,4072,1904,40,1304.0,786.0,2848
1697,2006,3231,1477,70,1198.0,1225.0,2492
1697,2011,3543,1516,182,1178.0,1322.0,2906
1697,2016,3514,1490,0,1265.0,901.0,2714
1698,1986,144,48,0,72.0,,96
1698,1991,563,240,0,188.0,68.0,403
1698,1996,218,65,0,87.0,0.0,130
1698,2001,722,440,0,261.0,80.0,680
1698,2006,436,254,0,170.0,141.0,374
1698,2011,278,179,0,108.0,97.0,257
1698,2016,374,164,0,160.0,39.0,361
1699,1986,1322,480,48,433.0,,864
1699,1991,3136,1179,0,938.0,314.0,2064
1699,1996,1701,656,0,611.0,279.0,1200
1699,2001,2929,1243,0,1023.0,264.0,2263
1699,2006,2242,1007,72,715.0,261.0,1793
1699,2011,2203,916,0,654.0,338.0,1682
1699,2016,3461,1392,9,1173.0,374.0,2863
1700,1986,1322,648,0,457.0,,1080
1700,1991,1447,751,0,563.0,135.0,1178
1700,1996,2595,1179,0,981.0,349.0,2005
1700,2001,2267,1083,40,843.0,402.0,1844
1700,2006,2054,787,48,750.0,429.0,1571
1700,2011,2204,1073,56,795.0,418.0,1792
1700,2016,2581,1118,0,855.0,344.0,1993
1701,1986,48,24,0,24.0,,48
1701,1991,322,187,0,107.0,81.0,241
1701,1996,389,224,0,146.0,22.0,287
1701,2001,642,240,0,201.0,233.0,560
1701,2006,391,151,0,140.0,93.0,220
1701,2011,101,32,0,42.0,13.0,116
1701,2016,524,259,0,174.0,198.0,491
1702,1986,1720,780,0,508.0,,1170
1702,1991,858,294,0,322.0,99.0,564
1702,1996,1270,444,0,443.0,219.0,830
1702,2001,602,280,0,261.0,272.0,460
1702,2006,1385,618,12,498.0,366.0,1080
1702,2011,1366,537,0,524.0,347.0,1007
1702,2016,3256,1174,64,1001.0,428.0,2510
1703,1986,39,0,0,39.0,,39
1703,1991,54,54,0,27.0,95.0,27
1703,1996,30,30,0,30.0,101.0,30
1703,2001,1184,480,80,401.0,262.0,800
1703,2006,1427,682,145,465.0,185.0,1000
1703,2011,2086,946,36,667.0,110.0,1717
1703,2016,798,373,112,237.0,211.0,616
1704,1986,508,195,0,195.0,,351
1704,1991,616,349,0,188.0,131.0,430
1704,1996,1270,444,0,384.0,82.0,771
1704,2001,822,480,0,321.0,33.0,702
1704,2006,1451,694,0,466.0,255.0,1053
1704,2011,1109,535,0,330.0,364.0,1000
1704,2016,1197,614,0,435.0,204.0,980
1705,1986,1759,898,0,586.0,,1289
1705,1991,1474,589,0,402.0,394.0,884
1705,1996,1860,975,0,679.0,144.0,1300
1705,2001,1404,640,0,381.0,247.0,902
1705,2006,984,448,0,377.0,178.0,644
1705,2011,2111,827,0,719.0,281.0,1258
1705,2016,835,235,52,362.0,242.0,628
1706,1986,156,156,0,78.0,,156
1706,1991,375,162,0,134.0,27.0,268
1706,1996,236,118,0,59.0,81.0,150
1706,2001,622,260,0,201.0,187.0,500
1706,2006,219,122,0,85.0,173.0,180
1706,2011,523,164,0,225.0,187.0,393
1706,2016,457,249,0,114.0,150.0,363
1707,1986,508,351,0,156.0,,546
1707,1991,509,322,0,188.0,0.0,430
1707,1996,591,325,0,207.0,59.0,473
1707,2001,481,160,0,140.0,59.0,280
1707,2006,875,376,0,316.0,331.0,815
1707,2011,642,231,0,214.0,89.0,614
1707,2016,851,360,68,278.0,192.0,686
1708,1986,2267,898,0,625.0,,1484
1708,1991,750,350,0,241.0,81.0,485
1708,1996,768,298,0,236.0,169.0,386
1708,2001,1244,561,0,441.0,178.0,1002
1708,2006,1482,681,49,510.0,340.0,1104
1708,2011,1108,639,0,448.0,304.0,947
1708,2016,519,239,0,200.0,200.0,472
1709,1986,0,0,0,,,0
1709,1991,0,0,0,,0.0,0
1709,1996,376,132,152,94.0,0.0,169
1709,2001,3568,1687,727,1060.0,279.0,1793
1709,2006,12028,5200,2730,3373.0,532.0,5764
1709,2011,12865,5199,3552,3707.0,1163.0,6255
1709,2016,13121,5407,4167,3681.0,1182.0,6586
1710,1986,97,24,0,24.0,,72
1710,1991,127,84,0,42.0,0.0,84
1710,1996,0,0,0,,26.0,0
1710,2001,462,199,184,115.0,87.0,194
1710,2006,8313,3773,1886,2269.0,550.0,4357
1710,2011,18751,7384,4541,5178.0,1220.0,9019
1710,2016,19343,7366,6221,5195.0,1050.0,9729
1711,1986,0,0,0,,,0
1711,1991,0,0,0,,20.0,0
1711,1996,0,0,0,,0.0,0
1711,2001,36,36,0,18.0,287.0,36
1711,2006,2610,1123,280,643.0,166.0,1185
1711,2011,6419,2615,2257,1819.0,861.0,3199
1711,2016,9387,3871,3510,2737.0,540.0,4847
1712,1986,0,0,0,,,0
1712,1991,9527,3921,1777,2685.0,273.0,4974
1712,1996,8636,3635,1493,2563.0,845.0,4655
1712,2001,12187,5657,2475,3443.0,1034.0,6997
1712,2006,10461,4521,2935,3084.0,1154.0,6038
1712,2011,12423,5507,3339,3847.0,973.0,7533
1712,2016,9729,4124,1490,3002.0,699.0,5409
1713,1986,6463,2767,1680,2094.0,,3282
1713,1991,8786,3907,975,3091.0,654.0,4392
1713,1996,6819,2801,1177,2308.0,1484.0,3668
1713,2001,7620,3360,1255,2702.0,1080.0,3944
1713,2006,5910,2642,985,2108.0,1515.0,3074
1713,2011,5113,1867,1868,1883.0,1300.0,2376
1713,2016,6899,2649,2168,2319.0,1410.0,3490
1714,1986,3426,1616,508,984.0,,1883
1714,1991,3742,651,2767,1139.0,354.0,2113
1714,1996,4871,1778,1142,1536.0,292.0,2326
1714,2001,4500,2011,1042,1428.0,182.0,2613
1714,2006,5232,2268,1399,1689.0,271.0,2820
1714,2011,4968,2072,1455,1599.0,254.0,2502
1714,2016,4001,1699,760,1245.0,199.0,2125
1715,1986,1406,878,126,628.0,,854
1715,1991,3549,2616,0,1494.0,2495.0,2429
1715,1996,1024,439,329,402.0,2561.0,548
1715,2001,1222,587,120,552.0,4300.0,671
1715,2006,1411,729,44,595.0,4862.0,815
1715,2011,3398,1573,804,1535.0,5205.0,1966
1715,2016,6104,2640,1117,2603.0,6121.0,3179
1716,1986,0,0,0,,,0
1716,1991,0,0,0,,23.0,0
1716,1996,0,0,0,,10365.0,0
1716,2001,0,0,0,,24602.0,0
1716,2006,0,0,0,,24582.0,0
1716,2011,0,0,0,,867.0,0
1716,2016,0,0,0,,10786.0,0
1717,1986,188,0,0,38.0,,76
1717,1991,0,0,0,,244.0,0
1717,1996,0,0,0,,0.0,0
1717,2001,4822,1965,1185,1266.0,1668.0,2145
1717,2006,4637,1942,583,1358.0,2007.0,2187
1717,2011,6371,2366,1447,1599.0,2299.0,2631
1717,2016,5531,2057,1167,1357.0,2432.0,2542
1718,1986,0,0,0,,,0
1718,1991,796,318,0,159.0,974.0,477
1718,1996,7429,3384,568,2153.0,434.0,3716
1718,2001,12539,5669,1986,3168.0,706.0,6300
1718,2006,11372,5089,1866,3025.0,1016.0,5479
1718,2011,13007,5381,2594,3503.0,623.0,6454
1718,2016,11694,5131,1483,2926.0,881.0,6281
1719,1986,0,0,0,,,0
1719,1991,0,0,0,,456.0,0
1719,1996,1112,498,189,355.0,0.0,592
1719,2001,9695,4531,1149,2732.0,402.0,4803
1719,2006,13684,5492,2911,3339.0,878.0,6132
1719,2011,14046,6031,3720,3477.0,4574.0,6649
1719,2016,15461,6223,3943,3938.0,6202.0,7565
1720,1986,38,0,0,38.0,,38
1720,1991,0,0,0,,586.0,0
1720,1996,4211,2130,758,1230.0,218.0,2296
1720,2001,7230,2838,958,1758.0,783.0,3540
1720,2006,8870,3492,1612,2155.0,879.0,4096
1720,2011,8676,3524,2482,2235.0,1290.0,3862
1720,2016,7383,3088,2224,1841.0,1273.0,3691
1721,1986,0,0,0,,,0
1721,1991,0,0,0,,565.0,0
1721,1996,0,0,0,,486.0,0
1721,2001,0,0,0,,2991.0,0
1721,2006,0,0,0,,4716.0,0
1721,2011,0,0,0,,4700.0,0
1721,2016,0,0,0,,5235.0,0
1722,1986,188,38,0,38.0,,76
1722,1991,0,0,0,,416.0,0
1722,1996,0,0,0,,1210.0,0
1722,2001,58,30,30,15.0,1735.0,15
1722,2006,57,19,0,19.0,2762.0,0
1722,2011,53,0,0,37.0,2842.0,17
1722,2016,13,0,0,7.0,3281.0,7
1723,1986,0,0,0,,,0
1723,1991,0,0,0,,4493.0,0
1723,1996,0,0,0,,4208.0,0
1723,2001,119,80,0,40.0,4179.0,60
1723,2006,0,0,0,,5587.0,0
1723,2011,0,0,0,,5843.0,0
1723,2016,0,0,0,,5705.0,0
1724,1986,113,76,0,38.0,,76
1724,1991,0,0,0,,1151.0,0
1724,1996,0,0,0,,2262.0,0
1724,2001,0,0,0,,2475.0,0
1724,2006,0,0,0,,3266.0,0
1724,2011,0,0,0,,2665.0,0
1724,2016,15,15,0,15.0,2475.0,15
1725,1986,1111,680,75,353.0,,680
1725,1991,2776,1162,296,910.0,288.0,1524
1725,1996,3347,1285,900,1021.0,220.0,1653
1725,2001,3502,1562,512,999.0,756.0,1741
1725,2006,3172,1368,630,1009.0,806.0,1766
1725,2011,3681,1299,582,1248.0,851.0,1899
1725,2016,2146,735,330,699.0,1015.0,1093
1726,1986,362,109,0,145.0,,288
1726,1991,2005,858,0,716.0,640.0,1430
1726,1996,318,151,0,112.0,1608.0,245
1726,2001,662,334,0,175.0,888.0,428
1726,2006,573,308,0,176.0,1133.0,396
1726,2011,245,152,0,138.0,1636.0,372
1726,2016,763,300,24,209.0,2158.0,444
1727,1986,0,0,0,,,0
1727,1991,573,286,0,286.0,341.0,429
1727,1996,75,57,0,37.0,77.0,74
1727,2001,271,109,0,90.0,261.0,177
1727,2006,484,198,0,154.0,439.0,374
1727,2011,1646,577,206,468.0,353.0,942
1727,2016,3371,1517,335,924.0,647.0,1933
1728,1986,506,145,0,181.0,,289
1728,1991,1145,429,0,430.0,45.0,715
1728,1996,318,187,0,131.0,58.0,298
1728,2001,338,129,0,133.0,0.0,279
1728,2006,330,154,0,154.0,97.0,352
1728,2011,498,219,0,129.0,219.0,341
1728,2016,589,218,0,125.0,151.0,213
1729,1986,72,72,0,36.0,,180
1729,1991,0,0,0,,0.0,0
1729,1996,149,76,0,37.0,72.0,19
1729,2001,76,59,0,59.0,0.0,75
1729,2006,132,44,0,44.0,78.0,66
1729,2011,4344,1597,1165,1001.0,275.0,1883
1729,2016,5919,2490,1622,1399.0,683.0,3063
1730,1986,0,0,0,,,0
1730,1991,1145,429,0,430.0,143.0,1001
1730,1996,205,93,0,56.0,40.0,75
1730,2001,104,51,0,35.0,55.0,85
1730,2006,44,0,0,22.0,0.0,44
1730,2011,3534,1496,589,782.0,458.0,1668
1730,2016,7164,3325,735,1738.0,1095.0,3973
1731,1986,0,0,0,,,0
1731,1991,0,0,0,,22.0,0
1731,1996,0,0,0,,0.0,0
1731,2001,655,402,40,224.0,77.0,363
1731,2006,4668,1937,858,1321.0,49.0,2092
1731,2011,10397,4374,2566,2761.0,828.0,4856
1731,2016,10818,4573,2171,2858.0,770.0,5440
1732,1986,181,144,0,72.0,,144
1732,1991,0,0,0,,0.0,0
1732,1996,0,0,0,,0.0,0
1732,2001,0,0,0,,59.0,0
1732,2006,462,220,0,110.0,46.0,308
1732,2011,2069,919,500,582.0,266.0,940
1732,2016,17322,7464,3471,4985.0,767.0,8772
1733,1986,362,180,0,109.0,,288
1733,1991,143,0,0,143.0,170.0,286
1733,1996,149,56,0,75.0,138.0,111
1733,2001,319,179,0,119.0,244.0,279
1733,2006,88,0,0,44.0,137.0,66
1733,2011,286,133,96,85.0,232.0,195
1733,2016,315,89,0,101.0,286.0,357
1734,1986,0,0,0,,,0
1734,1991,0,0,0,,0.0,0
1734,1996,149,38,0,37.0,37.0,74
1734,2001,0,0,0,,0.0,0
1734,2006,6738,3171,2200,1850.0,211.0,3237
1734,2011,10813,4198,3557,2626.0,860.0,5176
1734,2016,10005,4262,2907,2423.0,1263.0,5261
1735,1986,253,144,0,72.0,,144
1735,1991,573,143,0,143.0,0.0,286
1735,1996,0,0,0,,0.0,0
1735,2001,146,35,0,93.0,17.0,135
1735,2006,286,88,0,66.0,0.0,132
1735,2011,0,0,0,,81.0,0
1735,2016,1215,605,46,371.0,37.0,673
1736,1986,0,0,0,,,0
1736,1991,0,0,0,,0.0,0
1736,1996,0,0,0,,0.0,0
1736,2001,35,17,0,17.0,37.0,17
1736,2006,9997,4645,1144,2642.0,375.0,4997
1736,2011,11080,4429,3257,2880.0,757.0,5466
1736,2016,11854,4842,2114,3179.0,966.0,6139
1737,1986,362,180,0,72.0,,180
1737,1991,0,0,0,,27.0,0
1737,1996,0,0,0,,0.0,0
1737,2001,269,142,0,72.0,17.0,158
1737,2006,66,22,0,22.0,0.0,44
1737,2011,193,96,98,48.0,28.0,120
1737,2016,507,194,0,129.0,28.0,212
1738,1986,0,0,0,,,0
1738,1991,0,0,0,,0.0,0
1738,1996,24,24,0,24.0,51.0,24
1738,2001,0,0,0,,59.0,0
1738,2006,0,0,0,,0.0,0
1738,2011,0,0,0,,61.0,0
1738,2016,14,7,0,7.0,107.0,7
1739,1986,225,76,0,38.0,,114
1739,1991,955,477,0,159.0,27.0,636
1739,1996,0,0,0,,0.0,0
1739,2001,57,28,0,14.0,24.0,28
1739,2006,0,0,0,,148.0,0
1739,2011,0,0,0,,46.0,0
1739,2016,2370,1050,734,668.0,181.0,1145
1740,1986,0,0,0,,,0
1740,1991,955,318,0,159.0,63.0,477
1740,1996,47,24,0,24.0,64.0,48
1740,2001,0,0,0,,73.0,0
1740,2006,19,0,0,19.0,162.0,19
1740,2011,0,0,0,,76.0,0
1740,2016,0,0,0,,327.0,0
1741,1986,0,0,0,,,0
1741,1991,0,0,0,,23.0,0
1741,1996,71,0,0,24.0,0.0,72
1741,2001,80,60,20,20.0,36.0,20
1741,2006,0,0,0,,81.0,0
1741,2011,0,0,0,,135.0,0
1741,2016,0,0,0,,0.0,0
1742,1986,263,114,0,75.0,,114
1742,1991,0,0,0,,0.0,0
1742,1996,0,0,0,,0.0,0
1742,2001,20,20,0,20.0,32.0,20
1742,2006,3865,1960,114,990.0,434.0,2190
1742,2011,4618,1832,1182,1198.0,399.0,2635
1742,2016,5351,2323,1458,1320.0,372.0,3098
1743,1986,1050,379,0,188.0,,452
1743,1991,0,0,0,,0.0,0
1743,1996,0,0,0,,63.0,0
1743,2001,227,91,0,78.0,19.0,148
1743,2006,305,133,0,114.0,62.0,323
1743,2011,126,17,0,63.0,49.0,80
1743,2016,2740,1053,182,610.0,399.0,1424
1744,1986,225,114,0,75.0,,150
1744,1991,955,159,0,318.0,0.0,636
1744,1996,142,72,0,24.0,39.0,96
1744,2001,57,0,0,29.0,43.0,28
1744,2006,95,76,0,19.0,76.0,76
1744,2011,89,17,0,35.0,22.0,70
1744,2016,0,0,0,,20.0,0
1745,1986,788,302,0,225.0,,490
1745,1991,0,0,0,,48.0,0
1745,1996,0,0,0,,169.0,0
1745,2001,112,34,0,69.0,265.0,98
1745,2006,95,76,0,57.0,314.0,95
1745,2011,358,127,0,105.0,318.0,295
1745,2016,0,0,0,,368.0,0
1746,1986,195,117,0,78.0,,195
1746,1991,322,162,0,134.0,345.0,297
1746,1996,3012,1210,30,827.0,650.0,1775
1746,2001,1525,862,0,461.0,371.0,1082
1746,2006,829,460,0,276.0,479.0,713
1746,2011,4786,2448,506,1442.0,701.0,2998
1746,2016,10912,5305,727,3262.0,1377.0,6981
1747,1986,0,0,0,,,0
1747,1991,0,0,0,,0.0,0
1747,1996,0,0,0,,0.0,0
1747,2001,707,298,58,171.0,470.0,313
1747,2006,9215,4038,1960,2228.0,443.0,4741
1747,2011,16859,6571,2528,4007.0,1098.0,8665
1747,2016,14554,6598,4131,3389.0,746.0,8193
1748,1986,75,76,0,38.0,,114
1748,1991,0,0,0,,0.0,0
1748,1996,0,0,0,,0.0,0
1748,2001,213,48,0,34.0,38.0,82
1748,2006,4036,1637,399,933.0,334.0,2016
1748,2011,9173,3344,2032,2064.0,810.0,4489
1748,2016,11785,4569,3065,2504.0,1264.0,6079
1749,1986,0,0,0,,,0
1749,1991,0,0,0,,0.0,0
1749,1996,0,0,0,,170.0,0
1749,2001,195,55,0,69.0,291.0,169
1749,2006,4627,1884,418,1314.0,251.0,2321
1749,2011,9035,3568,1314,2420.0,871.0,4451
1749,2016,14631,6434,4333,3952.0,993.0,7314
1750,1986,0,0,0,,,0
1750,1991,0,0,0,,472.0,0
1750,1996,0,0,0,,124.0,0
1750,2001,0,0,0,,458.0,0
1750,2006,22,0,0,22.0,2176.0,22
1750,2011,0,0,0,,4384.0,0
